domain,ip,port,service,severity,description,recommendation,banner,,,,,
auyvzdi.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
apt.threatintel.kaspersky.com,185.85.12.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
avis.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
avis.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
auth.eu.uis.kaspersky.com,94.158.243.37,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
aws.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
aws.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
autocomplete.kaspersky.com,77.74.178.18,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
autocomplete.kaspersky.com,77.74.178.18,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
auth.uisbeta.kaspersky.com,77.74.179.140,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
auth.uisbeta.kaspersky.com,77.74.179.140,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
b.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
b.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
b-kaspersky.comvirusdesk.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
b-kaspersky.comvirusdesk.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
aztest.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
aztest.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
auth.uis.kaspersky.com,77.74.179.130,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
auto-act1.kaspersky.com,81.19.104.189,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
auto-activation0.kaspersky.com,80.239.170.141,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
auto-activation1.kaspersky.com,81.19.104.189,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
backend-comvirusdesk.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
backend-comvirusdesk.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
auto-activation3.kaspersky.com,77.74.177.224,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
auto-activation2.kaspersky.com,80.239.170.143,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
backend-newsvirus.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
backend-newsvirus.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
backend.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
backend.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
auto-activation4.kaspersky.com,77.74.177.225,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
auto-activation5.kaspersky.com,81.19.104.193,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
auto-activation6.kaspersky.com,81.19.104.194,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
awards.kaspersky.com,93.159.231.91,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
awards.kaspersky.com,93.159.231.91,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
b2bcampaigns.kaspersky.com,93.159.231.86,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
b2bcampaigns.kaspersky.com,93.159.231.86,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
b2bservices.kaspersky.com,77.74.176.141,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
autodiscover.kaspersky.com,93.159.230.144,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
b2bsubscription.kaspersky.com,93.159.231.85,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
b2bsubscription.kaspersky.com,93.159.231.85,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
baidu.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
baidu.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
banya.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
banya.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
barclays.kaspersky.com,77.74.178.18,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
barclays.kaspersky.com,77.74.178.18,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
b2b-k8s-tur-prod01.clusters.cloud.kaspersky.com,101.44.43.109,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
bb-autobuilder.kaspersky.com,77.74.178.24,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
bb-autobuilder.kaspersky.com,77.74.178.24,443,HTTPS,Low,Проверить сертификат,Использовать валидный сертификат,,,,,,
awarenesssummit.kaspersky.com,217.18.165.35,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
b2bcloud-kubernetes01-infra.clusters.cloud.kaspersky.com,101.44.37.18,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
b2bsupport.kaspersky.com,212.5.110.112,53,DNS,Medium,Открытый DNS может быть использован для DDoS,Ограничить доступ,,,,,,
